CHR	START	END	QVAL_LTR	CHR_OVERLAP	START_GENE	END_GENE	GENE_ID	GENE_NAME	NT_OVERLAP
chr2R	19359773	19359774	0.044911309	chr2R	19357532	19363124	FBgn0034436	CG11961	1

chr2R	19370627	19370628	0.027306624	chr2R	19367248	19373702	FBgn0034438	CG9416	1

chr2R	19373179	19373180	0.019633502	chr2R	19367248	19373702	FBgn0034438	CG9416	1

chr2R	19378211	19378212	0.034045021	chr2R	19375313	19380174	FBgn0034439	CG10062	1

chr2R	19378348	19378349	0.016106277	chr2R	19375313	19380174	FBgn0034439	CG10062	1

chr2R	19387522	19387523	0.024335279	chr2R	19385923	19389318	FBgn0034441	CG10081	1

chr2R	19387531	19387532	0.049717454	chr2R	19385923	19389318	FBgn0034441	CG10081	1

chr2R	19391218	19391219	0.046516212	chr2R	19390128	19391900	FBgn0034442	CG11257	1

chr2R	19448579	19448580	0.037281965	chr2R	19447319	19451600	FBgn0284243	betaTub56D	1

chr2R	19452718	19452719	0.007493789	chr2R	19452504	19455527	FBgn0034447	CG7744	1

chr2R	19462953	19462954	0.047079354	chr2R	19456170	19485686	FBgn0260934	par-1	1

chr2R	19490000	19490001	0.039928187	chr2R	19487046	19491846	FBgn0034452	Oseg6	1

chr2R	19498638	19498639	0.012235244	chr2R	19497752	19500372	FBgn0034454	CG15120	1

chr2R	19548688	19548689	0.042018977	chr2R	19517864	19631508	FBgn0003435	sm	1

chr2R	19650771	19650772	0.045740691	.	-1	-1		.	0

chr2R	19780821	19780822	0.045637146	.	-1	-1		.	0

chr2R	19803216	19803217	0.017532409	.	-1	-1		.	0

chr2R	19819511	19819512	0.021395178	.	-1	-1		.	0

chr2R	19852217	19852218	0.027524498	.	-1	-1		.	0

chr2R	19886560	19886561	0.000611977	.	-1	-1		.	0

chr2R	19953101	19953102	0.044685795	.	-1	-1		.	0

chr2R	20017223	20017224	0.010855815	.	-1	-1		.	0

chr2R	20032679	20032680	0.03135764	.	-1	-1		.	0

chr2R	20043665	20043666	0.037281965	.	-1	-1		.	0

chr2R	20098242	20098243	0.013249125	.	-1	-1		.	0

chr2R	20099525	20099526	0.040631233	.	-1	-1		.	0

chr2R	20160963	20160964	0.021507664	.	-1	-1		.	0

chr2R	20167201	20167202	0.040524188	.	-1	-1		.	0

chr2R	20190592	20190593	0.011456416	.	-1	-1		.	0

chr2R	20226584	20226585	0.030562119	.	-1	-1		.	0

chr2R	20238065	20238066	0.049979834	chr2R	20236235	20239200	FBgn0034485	CG11099	1

chr2R	20264449	20264450	0.037337415	chr2R	20263979	20264848	FBgn0010411	RpS18	1

chr2R	20283350	20283351	0.010534595	chr2R	20281629	20287094	FBgn0034498	CG16868	1

chr2R	20359212	20359213	0.021232795	.	-1	-1		.	0

chr2R	20402045	20402046	0.011108852	.	-1	-1		.	0

chr2R	20406627	20406628	0.000122511	.	-1	-1		.	0

chr2R	20464462	20464463	0.018107447	chr2R	20424338	20478951	FBgn0086604	side-VIII	1

chr2R	20502651	20502652	0.03755863	.	-1	-1		.	0

chr2R	20555204	20555205	0.001075272	.	-1	-1		.	0

chr2R	20558529	20558530	0.017532409	chr2R	20556877	20559953	FBgn0034520	lms	1

chr2R	20560112	20560113	0.032582283	chr2R	20559156	20562331	FBgn0034521	Mgat1	1

chr2R	20568782	20568783	0.034852701	chr2R	20563034	20583591	FBgn0028622	qsm	1

chr2R	20604482	20604483	0.045651866	chr2R	20587551	20606854	FBgn0267791	HnRNP-K	1

chr2R	20605109	20605110	0.00020186	chr2R	20587551	20606854	FBgn0267791	HnRNP-K	1

chr2R	20609575	20609576	0.00258448	chr2R	20606881	20618217	FBgn0050147	Hil	1

chr2R	20609638	20609639	0.004051084	chr2R	20606881	20618217	FBgn0050147	Hil	1

chr2R	20610392	20610393	0.025244753	chr2R	20606881	20618217	FBgn0050147	Hil	1

chr2R	20629258	20629259	0.049717454	chr2R	20628186	20633506	FBgn0034530	Rcd6	1

chr2R	20637966	20637967	0.007940229	chr2R	20633876	20640681	FBgn0250850	rig	1

chr2R	20637966	20637967	0.007940229	chr2R	20636392	20638423	FBgn0034532	CG13436	1

chr2R	20641324	20641325	0.044515019	chr2R	20640976	20641668	FBgn0034534	maf-S	1

chr2R	20655170	20655171	0.014799121	chr2R	20646360	20661070	FBgn0034540	Lrt	1

chr2R	20696270	20696271	0.042734602	.	-1	-1		.	0

chr2R	20752506	20752507	0.013004913	.	-1	-1		.	0

chr2R	20754476	20754477	0.001285404	.	-1	-1		.	0

chr2R	20754733	20754734	0.013707906	.	-1	-1		.	0

chr2R	21048125	21048126	0.031685439	.	-1	-1		.	0

chr2R	21112745	21112746	0.008170692	chr2R	21101928	21123704	FBgn0015721	ktub	1

chr2R	21125576	21125577	0.009915169	chr2R	21123735	21128510	FBgn0020312	Tmtc3	1

chr2R	21125755	21125756	0.015364075	chr2R	21123735	21128510	FBgn0020312	Tmtc3	1

chr2R	21131162	21131163	0.015588231	chr2R	21129463	21142261	FBgn0034590	Magi	1

chr2R	21176810	21176811	0.000140009	chr2R	21175315	21182608	FBgn0003162	Pu	1

chr2R	21176815	21176816	0.000963066	chr2R	21175315	21182608	FBgn0003162	Pu	1

chr2R	21210051	21210052	0.004074401	chr2R	21200483	21210821	FBgn0265191	Gyg	1

chr2R	21210051	21210052	0.004074401	chr2R	21200483	21212969	FBgn0265180	CG44245	1

chr2R	21212300	21212301	0.019769541	chr2R	21200483	21212969	FBgn0265180	CG44245	1

chr2R	21213310	21213311	0.031865559	chr2R	21212880	21214972	FBgn0027073	CG4302	1

chr2R	21252770	21252771	0.036425106	.	-1	-1		.	0

chr2R	21257421	21257422	0.039691215	chr2R	21255165	21280995	FBgn0085426	Rgk3	1

chr2R	21261653	21261654	0.004273762	chr2R	21255165	21280995	FBgn0085426	Rgk3	1

chr2R	21438752	21438753	0.044911309	chr2R	21392402	21481176	FBgn0010415	Sdc	1

chr2R	21483243	21483244	0.027429194	chr2R	21481927	21487107	FBgn0026369	Sara	1

chr2R	21555050	21555051	0.034452863	chr2R	21522420	21559977	FBgn0003731	Egfr	1

chr2R	21571299	21571300	0.042734602	chr2R	21560246	21576035	FBgn0034636	twz	1

chr2R	21667108	21667109	0.032582283	chr2R	21666687	21667594	FBgn0259711	CG42365	1

chr2R	21677259	21677260	0.016553258	chr2R	21674901	21685000	FBgn0050263	stum	1

chr2R	21704504	21704505	0.024172418	chr2R	21697488	21707861	FBgn0010228	HmgZ	1

chr2R	21704504	21704505	0.024172418	chr2R	21701458	21716727	FBgn0004362	HmgD	1

chr2R	21823466	21823467	0.012979359	chr2R	21820662	21831409	FBgn0034662	CG13492	1

chr2R	21828964	21828965	0.024684202	chr2R	21820662	21831409	FBgn0034662	CG13492	1

chr2R	22048215	22048216	0.038638176	.	-1	-1		.	0

chr2R	22077962	22077963	0.049893659	chr2R	22075988	22079381	FBgn0067102	GlcT	1

chr2R	22114697	22114698	0.018815086	chr2R	22113589	22114841	FBgn0050280	CG30280	1

chr2R	22114697	22114698	0.018815086	chr2R	22106107	22122562	FBgn0243516	Vrp1	1

chr2R	22125089	22125090	0.011243641	chr2R	22124567	22127502	FBgn0034697	GM130	1

chr2R	22163470	22163471	0.003009174	chr2R	22136968	22172834	FBgn0000008	a	1

chr2R	22176985	22176986	0.000110784	chr2R	22174922	22177428	FBgn0034704	CG6758	1

chr2R	22177678	22177679	0.042734602	chr2R	22177419	22182879	FBgn0034705	CG11170	1

chr2R	22203741	22203742	0.006033284	chr2R	22203694	22205593	FBgn0034710	Alp7	1

chr2R	22266049	22266050	0.018713636	chr2R	22243963	22286469	FBgn0020307	dve	1

chr2R	22295572	22295573	0.0223104	chr2R	22293400	22296955	FBgn0034717	CG5819	1

chr2R	22300592	22300593	0.036320261	chr2R	22298214	22311937	FBgn0034718	wdp	1

chr2R	22319493	22319494	0.008192688	chr2R	22317662	22329416	FBgn0013272	Gp150	1

chr2R	22319493	22319494	0.008192688	chr2R	22318995	22320895	FBgn0265977	lncRNA:CR44756	1

chr2R	22351782	22351783	0.016133254	chr2R	22333500	22373109	FBgn0034720	Liprin-gamma	1

chr2R	22493445	22493446	1.33E-08	chr2R	22492197	22494295	FBgn0034735	CG4610	1

chr2R	22493460	22493461	0.000631731	chr2R	22492197	22494295	FBgn0034735	CG4610	1

chr2R	22493856	22493857	0.006883156	chr2R	22492197	22494295	FBgn0034735	CG4610	1

chr2R	22520483	22520484	0.014508026	chr2R	22494297	22562065	FBgn0003175	px	1

chr2R	22550271	22550272	0.01218213	chr2R	22550094	22552113	FBgn0034736	gas	1

chr2R	22550271	22550272	0.01218213	chr2R	22494297	22562065	FBgn0003175	px	1

chr2R	22575419	22575420	0.002346854	chr2R	22563152	22592964	FBgn0260866	dnr1	1

chr2R	22651322	22651323	0.003440169	chr2R	22650556	22653595	FBgn0034740	nsr	1

chr2R	22682390	22682391	0.023231102	.	-1	-1		.	0

chr2R	22773533	22773534	0.031977278	chr2R	22740999	22798289	FBgn0259145	CG42260	1

chr2R	22800635	22800636	0.044040751	chr2R	22799099	22802180	FBgn0011211	blw	1

chr2R	22800770	22800771	0.003072145	chr2R	22799099	22802180	FBgn0011211	blw	1

chr2R	22801088	22801089	1.03E-11	chr2R	22799099	22802180	FBgn0011211	blw	1

chr2R	22824954	22824955	0.028772949	chr2R	22821430	22828903	FBgn0259179	CG42284	1

chr2R	22856981	22856982	0.026300888	chr2R	22855688	22858794	FBgn0001263	inaD	1

chr2R	22859244	22859245	0.025078042	.	-1	-1		.	0

chr2R	22902492	22902493	0.036446133	chr2R	22896174	22916719	FBgn0034797	nahoda	1

chr2R	23055290	23055291	0.023229205	.	-1	-1		.	0

chr2R	23291051	23291052	0.021313053	chr2R	23290677	23291377	FBgn0266010	lncRNA:CR44783	1

chr2R	23411981	23411982	0.041777482	.	-1	-1		.	0

chr2R	23412114	23412115	0.033816486	.	-1	-1		.	0

chr2R	23433393	23433394	1.12E-05	.	-1	-1		.	0

chr2R	23484894	23484895	0.047079354	chr2R	23444137	23491997	FBgn0264339	CG43795	1

chr2R	23497494	23497495	0.002427881	.	-1	-1		.	0

chr2R	23558309	23558310	0.02394712	chr2R	23556672	23560263	FBgn0034880	ItgaPS5	1

chr2R	23565381	23565382	0.023209791	chr2R	23564891	23599526	FBgn0015903	apt	1

chr2R	23737625	23737626	0.049909315	chr2R	23734904	23746829	FBgn0000562	egl	1

chr2R	23814532	23814533	0.024478734	chr2R	23812185	23814771	FBgn0266042	asRNA:CR44807	1

chr2R	23814532	23814533	0.024478734	chr2R	23812185	23818327	FBgn0034909	CG4797	1

chr2R	24022915	24022916	0.01976472	chr2R	24022343	24023981	FBgn0034959	CG11388	1

chr2R	24029933	24029934	0.024071613	chr2R	24029317	24030555	FBgn0034961	CG3163	1

chr2R	24050560	24050561	0.016834562	chr2R	24047411	24053035	FBgn0003353	sei	1

chr2R	24333660	24333661	0.040908893	chr2R	24331522	24334307	FBgn0005638	slbo	1

chr2R	24351542	24351543	0.016049824	chr2R	24342861	24376473	FBgn0004101	bs	1

chr2R	24351542	24351543	0.016049824	chr2R	24351477	24369689	FBgn0266046	lncRNA:CR44811	1

chr2R	24371234	24371235	0.008105366	chr2R	24342861	24376473	FBgn0004101	bs	1

chr2R	24371259	24371260	0.048699793	chr2R	24342861	24376473	FBgn0004101	bs	1

chr2R	24517827	24517828	0.047079354	chr2R	24517824	24519152	FBgn0259186	Ir60c	1

chr2R	24529617	24529618	0.01791509	chr2R	24529554	24531272	FBgn0035019	Ir60e	1

chr2R	24720183	24720184	0.003226614	chr2R	24695378	24736657	FBgn0053988	Mid1	1

chr2R	24786120	24786121	0.017748255	chr2R	24785514	24787411	FBgn0041205	key	1

chr2R	24812160	24812161	0.010332919	.	-1	-1		.	0

chr2R	24852445	24852446	0.017532409	.	-1	-1		.	0

chr2R	25122797	25122798	1.60E-14	chr2R	25085780	25139627	FBgn0266129	lov	1

chr2R	25278709	25278710	2.52E-14	.	-1	-1		.	0

chr3L	280485	280486	0.049979834	chr3L	277437	305292	FBgn0264707	RhoGEF3	1

chr3L	446182	446183	0.019560436	chr3L	434083	540614	FBgn0001316	klar	1

chr3L	822553	822554	0.048388462	.	-1	-1		.	0

chr3L	889528	889529	0.016827725	chr3L	871899	895313	FBgn0052479	Usp10	1

chr3L	1099329	1099330	0.016005236	chr3L	1036369	1101089	FBgn0004870	bab1	1

chr3L	1146895	1146896	0.049328737	chr3L	1140429	1177276	FBgn0025525	bab2	1

chr3L	1188063	1188064	0.012591081	.	-1	-1		.	0

chr3L	1210887	1210888	1.26E-06	chr3L	1210717	1211196	FBgn0004427	LysD	1

chr3L	1210887	1210888	1.26E-06	chr3L	1200786	1232700	FBgn0264272	mwh	1

chr3L	1253432	1253433	0.032531109	chr3L	1252012	1255986	FBgn0035197	CG9130	1

chr3L	1253432	1253433	0.032531109	chr3L	1252012	1255986	FBgn0035198	CG9133	1

chr3L	1290595	1290596	0.012914305	chr3L	1275956	1295699	FBgn0052333	CG32333	1

chr3L	1322653	1322654	0.000846404	chr3L	1321792	1322806	FBgn0035208	CG9184	1

chr3L	1322653	1322654	0.000846404	chr3L	1318480	1329617	FBgn0010246	Myo61F	1

chr3L	1433427	1433428	0.008398923	chr3L	1342493	1475257	FBgn0267487	Ptp61F	1

chr3L	1523541	1523542	0.00014164	chr3L	1523414	1534034	FBgn0035227	Iml1	1

chr3L	1546234	1546235	0.033080361	chr3L	1546092	1553504	FBgn0041342	Pcyt1	1

chr3L	1627996	1627997	0.040686334	chr3L	1623179	1629301	FBgn0035245	GC	1

chr3L	1627996	1627997	0.040686334	chr3L	1625791	1628377	FBgn0035246	CG13928	1

chr3L	1647215	1647216	0.007781388	chr3L	1645931	1647464	FBgn0035249	CG17249	1

chr3L	1704143	1704144	0.031977278	chr3L	1674709	1715541	FBgn0035260	CG7991	1

chr3L	1835862	1835863	0.031416719	.	-1	-1		.	0

chr3L	1870007	1870008	0.025968344	.	-1	-1		.	0

chr3L	2078637	2078638	0.042941914	chr3L	2039681	2115611	FBgn0086906	sls	1

chr3L	2102456	2102457	0.049598945	chr3L	2039681	2115611	FBgn0086906	sls	1

chr3L	2135112	2135113	0.000778331	chr3L	2117466	2151700	FBgn0052311	zormin	1

chr3L	2160920	2160921	0.031374961	chr3L	2153201	2163863	FBgn0035308	CG15822	1

chr3L	2180360	2180361	0.037746113	.	-1	-1		.	0

chr3L	2208596	2208597	6.12E-07	.	-1	-1		.	0

chr3L	2264677	2264678	0.007057979	chr3L	2263581	2265857	FBgn0000543	ecd	1

chr3L	2289803	2289804	0.020496976	chr3L	2282883	2300944	FBgn0264002	MsR2	1

chr3L	2407718	2407719	0.008105366	chr3L	2377655	2499226	FBgn0266696	Svil	1

chr3L	2486602	2486603	0.040647724	chr3L	2377655	2499226	FBgn0266696	Svil	1

chr3L	2577361	2577362	0.012905433	chr3L	2554847	2586540	FBgn0010909	msn	1

chr3L	2690491	2690492	0.013642519	chr3L	2655415	2711690	FBgn0264606	Fife	1

chr3L	2739743	2739744	0.00064426	chr3L	2717615	2766536	FBgn0052296	Mrtf	1

chr3L	2785856	2785857	0.016013855	chr3L	2782255	2786010	FBgn0035375	Pgant6	1

chr3L	2920500	2920501	0.030562119	chr3L	2895017	2959579	FBgn0262593	Shab	1

chr3L	3015541	3015542	0.027777188	chr3L	3014761	3016069	FBgn0052488	CG32488	1

chr3L	3183045	3183046	0.049893659	chr3L	3178930	3185287	FBgn0283724	Girdin	1

chr3L	3254678	3254679	0.04815754	.	-1	-1		.	0

chr3L	3512770	3512771	0.02725178	.	-1	-1		.	0

chr3L	3628284	3628285	0.033197353	chr3L	3626352	3653442	FBgn0263239	dar1	1

chr3L	3658824	3658825	0.022450451	.	-1	-1		.	0

chr3L	3802847	3802848	0.009543859	chr3L	3714826	3806459	FBgn0052264	CG32264	1

chr3L	3895956	3895957	0.036323103	chr3L	3894999	3896603	FBgn0035468	Gr63a	1

chr3L	3976767	3976768	0.035655023	.	-1	-1		.	0

chr3L	3995578	3995579	0.041198242	.	-1	-1		.	0

chr3L	4985113	4985114	0.047079354	chr3L	4936758	5079033	FBgn0005775	Con	1

chr3L	5260888	5260889	0.023562645	chr3L	5155821	5277944	FBgn0052423	shep	1

chr3L	5289811	5289812	0.025715718	.	-1	-1		.	0

chr3L	5732783	5732784	0.040524188	chr3L	5657913	5749599	FBgn0085447	sif	1

chr3L	5732783	5732784	0.040524188	chr3L	5664121	5749599	FBgn0284236	CG46320	1

chr3L	5881561	5881562	0.000305903	.	-1	-1		.	0

chr3L	6006184	6006185	0.040542625	chr3L	5997208	6026317	FBgn0052406	PVRAP	1

chr3L	7140652	7140653	0.036446133	chr3L	7134516	7143074	FBgn0023001	melt	1

chr3L	7625493	7625494	0.040908893	chr3L	7593091	7639573	FBgn0035802	Pura	1

chr3L	8100415	8100416	0.042966431	chr3L	8063874	8108897	FBgn0262579	Ect4	1

chr3L	8277803	8277804	0.005842057	chr3L	8238647	8282398	FBgn0263219	Dscam4	1

chr3L	8325662	8325663	0.010408763	.	-1	-1		.	0

chr3L	8349437	8349438	0.047079354	chr3L	8346561	8352279	FBgn0035879	GAPcenA	1

chr3L	8468506	8468507	0.004662662	chr3L	8449922	8472669	FBgn0010825	Gug	1

chr3L	8589119	8589120	0.031977278	chr3L	8576808	8599617	FBgn0262508	CG43078	1

chr3L	8606675	8606676	0.000141921	chr3L	8604657	8617074	FBgn0035914	CG6282	1

chr3L	8678513	8678514	0.033487679	chr3L	8675759	8679253	FBgn0001168	h	1

chr3L	8682172	8682173	0.0143574	.	-1	-1		.	0

chr3L	8682230	8682231	0.017341287	.	-1	-1		.	0

chr3L	8715304	8715305	0.026092865	.	-1	-1		.	0

chr3L	8718140	8718141	0.000440251	.	-1	-1		.	0

chr3L	8729509	8729510	1.02E-06	.	-1	-1		.	0

chr3L	8734948	8734949	0.001825669	chr3L	8732858	8745310	FBgn0003149	Prm	1

chr3L	8736789	8736790	0.030534142	chr3L	8732858	8745310	FBgn0003149	Prm	1

chr3L	8737433	8737434	0.049531759	chr3L	8732858	8745310	FBgn0003149	Prm	1

chr3L	8739418	8739419	0.000124687	chr3L	8732858	8745310	FBgn0003149	Prm	1

chr3L	8754001	8754002	0.049909315	chr3L	8753619	8798719	FBgn0266084	Fhos	1

chr3L	8803054	8803055	0.029048831	chr3L	8802463	8803599	FBgn0085455	CG34426	1

chr3L	8805220	8805221	0.000286987	chr3L	8804764	8805812	FBgn0085456	CG34427	1

chr3L	8911449	8911450	0.009588415	chr3L	8905918	8912671	FBgn0266757	mfr	1

chr3L	8998267	8998268	0.040647724	chr3L	8998184	9002566	FBgn0035953	CG5087	1

chr3L	9017404	9017405	0.046442159	chr3L	9012686	9019246	FBgn0035956	Doc2	1

chr3L	9071464	9071465	0.044685795	chr3L	9067195	9072731	FBgn0035959	CG4911	1

chr3L	9215575	9215576	0.049531759	.	-1	-1		.	0

chr3L	9226883	9226884	0.029242209	.	-1	-1		.	0

chr3L	9267198	9267199	0.019334741	chr3L	9251978	9288522	FBgn0264000	GluRIB	1

chr3L	9609581	9609582	0.046687768	chr3L	9597764	9614001	FBgn0267796	Tmc	1

chr3L	9634918	9634919	0.047918107	chr3L	9631834	9679103	FBgn0016081	fry	1

chr3L	9636336	9636337	0.006305719	chr3L	9631834	9679103	FBgn0016081	fry	1

chr3L	9663115	9663116	0.048649427	chr3L	9631834	9679103	FBgn0016081	fry	1

chr3L	9733152	9733153	3.29E-08	chr3L	9731238	9733807	FBgn0036040	CG6749	1

chr3L	9739169	9739170	0.038992495	chr3L	9734012	9760395	FBgn0259163	CG42268	1

chr3L	9789143	9789144	0.037862043	chr3L	9787046	9808713	FBgn0044328	CG32052	1

chr3L	9789143	9789144	0.037862043	chr3L	9787933	9797687	FBgn0036044	Zasp67	1

chr3L	9802343	9802344	0.023849291	chr3L	9787046	9808713	FBgn0044328	CG32052	1

chr3L	9889758	9889759	0.017396444	chr3L	9888762	9893319	FBgn0025866	CalpB	1

chr3L	9958861	9958862	0.037337415	chr3L	9908120	9967298	FBgn0085385	bma	1

chr3L	10022648	10022649	0.016106277	chr3L	9974651	10139360	FBgn0040823	dpr6	1

chr3L	10327179	10327180	0.009005379	chr3L	10323501	10367450	FBgn0267668	lncRNA:CR46006	1

chr3L	10404555	10404556	0.02987186	.	-1	-1		.	0

chr3L	10462222	10462223	0.013530448	chr3L	10459081	10463101	FBgn0011802	Gem3	1

chr3L	10632235	10632236	1.26E-07	chr3L	10631079	10633969	FBgn0001179	hay	1

chr3L	10632235	10632236	1.26E-07	chr3L	10631079	10634612	FBgn0054001	CG34001	1

chr3L	10855463	10855464	0.002486287	.	-1	-1		.	0

chr3L	10911395	10911396	0.000374026	.	-1	-1		.	0

chr3L	10983498	10983499	0.044560692	chr3L	10981171	11009188	FBgn0013469	klu	1

chr3L	11054018	11054019	0.003447545	.	-1	-1		.	0

chr3L	11209197	11209198	0.047128739	chr3L	11206422	11210583	FBgn0061469	Ube3a	1

chr3L	11294229	11294230	0.035411181	chr3L	11287936	11295919	FBgn0036152	CG6175	1

chr3L	11364533	11364534	0.029081986	chr3L	11361986	11364885	FBgn0036155	CG6163	1

chr3L	11418579	11418580	0.036874776	.	-1	-1		.	0

chr3L	11481269	11481270	0.025724869	.	-1	-1		.	0

chr3L	11621291	11621292	0.011999802	chr3L	11620535	11624381	FBgn0086254	CG6084	1

chr3L	11678322	11678323	0.032336332	chr3L	11650517	11680344	FBgn0052085	CG32085	1

chr3L	11851736	11851737	0.01218213	chr3L	11850645	11938872	FBgn0266100	CG44837	1

chr3L	11932798	11932799	4.03E-05	chr3L	11927693	11935919	FBgn0011723	byn	1

chr3L	11932798	11932799	4.03E-05	chr3L	11850645	11938872	FBgn0266100	CG44837	1

chr3L	12326760	12326761	0.018563901	.	-1	-1		.	0

chr3L	12397787	12397788	0.018323692	chr3L	12393804	12399322	FBgn0052104	CG32104	1

chr3L	12553741	12553742	0.003120637	chr3L	12537513	12572542	FBgn0036302	sowah	1

chr3L	12565968	12565969	0.02911405	chr3L	12537513	12572542	FBgn0036302	sowah	1

chr3L	12586889	12586890	0.011638218	chr3L	12580672	12596018	FBgn0015904	ara	1

chr3L	12661424	12661425	0.018669788	.	-1	-1		.	0

chr3L	12661583	12661584	0.021896363	.	-1	-1		.	0

chr3L	12687622	12687623	0.034707247	.	-1	-1		.	0

chr3L	12713733	12713734	0.000963066	.	-1	-1		.	0

chr3L	12782606	12782607	0.039880001	chr3L	12781325	12784377	FBgn0036311	CG17666	1

chr3L	12794497	12794498	0.036635244	chr3L	12784429	12805116	FBgn0260945	Atg1	1

chr3L	12794497	12794498	0.036635244	chr3L	12790192	12796084	FBgn0261674	CG42709	1

chr3L	13045456	13045457	0.029048831	chr3L	13044434	13046894	FBgn0036341	Syx13	1

chr3L	13154827	13154828	1.13E-13	.	-1	-1		.	0

chr3L	13300854	13300855	0.034451575	.	-1	-1		.	0

chr3L	13301692	13301693	0.011919562	chr3L	13301635	13301922	FBgn0003034	SP	1

chr3L	13382522	13382523	0.034663736	.	-1	-1		.	0

chr3L	13430144	13430145	0.035422142	chr3L	13428839	13435229	FBgn0036360	CG10713	1

chr3L	13455974	13455975	0.040576024	chr3L	13450770	13465539	FBgn0036368	CG10738	1

chr3L	13488357	13488358	0.031389383	chr3L	13486797	13502492	FBgn0036373	Tgi	1

chr3L	13580448	13580449	0.000162194	chr3L	13521907	13803400	FBgn0264001	bru3	1

chr3L	13662834	13662835	0.027641767	chr3L	13521907	13803400	FBgn0264001	bru3	1

chr3L	14445277	14445278	0.014768601	chr3L	14412828	14536276	FBgn0087007	bbg	1

chr3L	14824441	14824442	0.011943828	chr3L	14805136	14882224	FBgn0036454	CG17839	1

chr3L	15043724	15043725	0.002392393	chr3L	15042799	15043924	FBgn0025776	ind	1

chr3L	15043724	15043725	0.002392393	chr3L	15014695	15064977	FBgn0261090	Sytbeta	1

chr3L	15069947	15069948	0.044237227	chr3L	15066081	15094724	FBgn0086690	Plp	1

chr3L	15332678	15332679	0.034930635	chr3L	15332246	15332877	FBgn0262892	lncRNA:CR43247	1

chr3L	15602143	15602144	0.010078403	chr3L	15588860	15609125	FBgn0036518	RhoGAP71E	1

chr3L	15605026	15605027	0.023885302	chr3L	15588860	15609125	FBgn0036518	RhoGAP71E	1

chr3L	15622231	15622232	0.032582283	chr3L	15619901	15624130	FBgn0036522	CG7372	1

chr3L	15622231	15622232	0.032582283	chr3L	15613184	15647762	FBgn0259236	comm3	1

chr3L	15882343	15882344	0.045958156	chr3L	15848578	15899029	FBgn0264908	pHCl-1	1

chr3L	16117838	16117839	0.000778331	chr3L	16113212	16121651	FBgn0010280	Taf4	1

chr3L	16242834	16242835	0.034963423	.	-1	-1		.	0

chr3L	16314833	16314834	0.004048325	chr3L	16314285	16315149	FBgn0036603	CG13062	1

chr3L	16314914	16314915	0.027644553	chr3L	16314285	16315149	FBgn0036603	CG13062	1

chr3L	16317855	16317856	0.037627526	.	-1	-1		.	0

chr3L	16320225	16320226	0.007048333	chr3L	16319856	16320454	FBgn0036606	CG13060	1

chr3L	16418264	16418265	0.000214109	chr3L	16417349	16419302	FBgn0027080	TyrRS	1

chr3L	16452836	16452837	0.042334389	chr3L	16419597	16496560	FBgn0053158	CG33158	1

chr3L	16487194	16487195	0.04945869	chr3L	16419597	16496560	FBgn0053158	CG33158	1

chr3L	16663056	16663057	0.01654865	chr3L	16662557	16667934	FBgn0010223	Galphaf	1

chr3L	16718262	16718263	0.046659733	chr3L	16712126	16724575	FBgn0000414	Dab	1

chr3L	16763409	16763410	0.037868023	.	-1	-1		.	0

chr3L	16806638	16806639	0.043742411	chr3L	16787573	16807731	FBgn0036663	CG9674	1

chr3L	16806638	16806639	0.043742411	chr3L	16804994	16819532	FBgn0021768	nudC	1

chr3L	16893159	16893160	0.031977278	chr3L	16865295	16922487	FBgn0261565	Lmpt	1

chr3L	17004307	17004308	0.007467259	chr3L	16994717	17012565	FBgn0036684	CG3764	1

chr3L	17432258	17432259	0.037627526	chr3L	17428936	17433190	FBgn0042641	frc	1

chr3L	17432258	17432259	0.037627526	chr3L	17428936	17433621	FBgn0052174	CG32174	1

chr3L	17462839	17462840	0.007645625	.	-1	-1		.	0

chr3L	18106095	18106096	0.032582283	chr3L	18088417	18106149	FBgn0036773	CG13698	1

chr3L	18604902	18604903	0.003894313	chr3L	18603425	18605415	FBgn0265268	CG18234	1

chr3L	18604902	18604903	0.003894313	chr3L	18600150	18617943	FBgn0036793	CG4174	1

chr3L	18604902	18604903	0.003894313	chr3L	18600150	18617943	FBgn0036799	CG13380	1

chr3L	18693850	18693851	0.029701024	chr3L	18693352	18693952	FBgn0264719	lncRNA:CR43987	1

chr3L	18995102	18995103	0.005791837	chr3L	18990026	18998283	FBgn0036837	CG18135	1

chr3L	19027106	19027107	0.021182839	chr3L	19003741	19045449	FBgn0002945	nkd	1

chr3L	19392815	19392816	0.010546918	chr3L	19340321	19412912	FBgn0052206	CG32206	1

chr3L	19466681	19466682	0.017677345	chr3L	19466567	19467079	FBgn0036871	CG14096	1

